np_type	FBbt_id	FBbt_name	pub	comment	notes	notes_2
LHAD3a10_b					new	
LHAD3a2_a					new	
LHAD3a2_b					new	
LHAD3a3_a					new	
LHAD3a3_b					new	
LHAD3a4_a					new	
LHAD3a4_b					new	
LHAD3a5					new	
LHAD3a6					new	
LHAD3a7_a					new	
LHAD3a7_b					new	
LHAD3a8_a					new	
LHAD3a8_b					new	
LHAD3a9					new	
LHAD3b1_a	FBbt:00049329	adult AD3b1 neuron				
LHAD3b1_b	FBbt:00049329	adult AD3b1 neuron				
LHAD3b1_c	FBbt:00049329	adult AD3b1 neuron				
LHAD3b1_d	FBbt:00049329	adult AD3b1 neuron				
LHAD3b1_e	FBbt:00049329	adult AD3b1 neuron				
LHAD3b1_f	FBbt:00049329	adult AD3b1 neuron				
LHAD3b1_g	FBbt:00049329	adult AD3b1 neuron				
LHAD3b1_h	FBbt:00049329	adult AD3b1 neuron				
LHAD3c1					new	
LHAD3d1					new	
LHAD3d2					new	
LHAD3d3					new	
LHAD3d4					new	
LHAD3d5					new	
LHAD3e1_a					new	
LHAD3e1_b					new	
LHAD3f1_a					new	
LHAD3f1_b					new	
LHAD3g1					new	
LHAD4a1					new	
LHAV1a1	FBbt:00049331	adult AV1a1 neuron				
LHAV1a2_a	FBbt:00049332	adult AV1a2 neuron				
LHAV1a2_b	FBbt:00049332	adult AV1a2 neuron				
LHAV1a3	FBbt:00049333	adult AV1a3 neuron				
LHAV1a4	FBbt:00049334	adult AV1a4 neuron				
LHAV1a5	FBbt:00049335	adult AV1a5 neuron				
LHAV1b1	FBbt:00049336	adult AV1b1 neuron				
LHAV1b2					new	
LHAV1b3					new	
LHAV1b4					new	
LHAV1c1					new	
LHAV1d1					new	
LHAV1d2_a					new	
LHAV1d2_b					new	
LHAV1e1					new	
LHAV1f1					new	
LHAV2a1	FBbt:00049337	adult AV2a1 neuron				
LHAV2a2	FBbt:00049338	adult AV2a2 neuron				
LHAV2a3	FBbt:00049339	adult AV2a3 neuron				
LHAV2a4_a	FBbt:00049340	adult AV2a4 neuron				
LHAV2a4_b	FBbt:00049340	adult AV2a4 neuron				
LHAV2a5_a					new	
LHAV2a5_b					new	
LHAV2b1	FBbt:00049341	adult AV2b1 neuron				
LHAV2b10					new	
LHAV2b11					new	
LHAV2b2_a	FBbt:00049342	adult AV2b2 neuron				
LHAV2b2_b	FBbt:00049342	adult AV2b2 neuron				
LHAV2b2_c	FBbt:00049342	adult AV2b2 neuron				
LHAV2b3					new	
LHAV2b4					new	
LHAV2b5_a					new	
LHAV2b5_b					new	
LHAV2b6					new	
LHAV2b7_a					new	
LHAV2b7_b					new	
LHAV2b8					new	
LHAV2b9					new	
LHAV2c1	FBbt:00049343	adult AV2c1 neuron				
LHAV2c2					new	
LHAV2d1					new	
LHAV2e1					new	
LHAV2e2					new	
LHAV2e3					new	
LHAV2e4_a					new	
LHAV2e4_b					new	
LHAV2f1_a					new	
LHAV2f1_b					new	
LHAV2f2_a					new	
LHAV2f2_b					new	
LHAV2f3					new	
LHAV2f4					new	
LHAV2g1					new	
LHAV2g2_a					new	
LHAV2g2_b					new	
LHAV2g3					new	
LHAV2g4					new	
LHAV2g5					new	
LHAV2g6					new	
LHAV2h1_a					new	
LHAV2h1_b					new	
LHAV2i1					new	
LHAV2i2					new	
LHAV2i3					new	
LHAV2i4					new	
LHAV2i5					new	
LHAV2j1					new	
LHAV2k1					new	
LHAV2k10_a					new	
LHAV2k10_b					new	
LHAV2k11_a					new	
LHAV2k11_b					new	
LHAV2k12_a					new	
LHAV2k12_b					new	
LHAV2k13					new	
LHAV2k2					new	
LHAV2k3					new	
LHAV2k4					new	
LHAV2k5					new	
LHAV2k6					new	
LHAV2k7					new	
LHAV2k8					new	
LHAV2k9					new	
LHAV2l1					new	
LHAV2m1					new	
LHAV2n1					new	
LHAV2o1					new	
LHAV2p1					new	
LHAV3a1_a	FBbt:00049344	adult AV3a1 neuron				
LHAV3a1_b	FBbt:00049344	adult AV3a1 neuron				
LHAV3a1_c	FBbt:00049344	adult AV3a1 neuron				
LHAV3a2					new	
LHAV3a3					new	
LHAV3a4					new	
LHAV3a5					new	
LHAV3a6					new	
LHAV3b1_a					new	
LHAV3b1_b					new	
LHAV3b10					new	
LHAV3b11					new	
LHAV3b12					new	
LHAV3b13					new	
LHAV3b2_a					new	
LHAV3b2_b					new	
LHAV3b2_c					new	
LHAV3b3					new	
LHAV3b4					new	
LHAV3b5					new	
LHAV3b6_a					new	
LHAV3b6_b					new	
LHAV3b7					new	
LHAV3b8_a					new	
LHAV3b8_b					new	
LHAV3b9_a					new	
LHAV3b9_b					new	
LHAV3c1					new	
LHAV3c2					new	
LHAV3c3					new	
LHAV3c4					new	
LHAV3d1					new	
LHAV3e1					new	
LHAV3e2					new	
LHAV3e3					new	
LHAV3e4_a					new	
LHAV3e4_b					new	
LHAV3e5					new	
LHAV3e6					new	
LHAV3e7					new	
LHAV3e8					new	
LHAV3f1					new	
LHAV3g1					new	
LHAV3g2_a					new	
LHAV3g2_b					new	
LHAV3h1					new	
LHAV3i1					new	
LHAV3j1					new	
LHAV3k1					new	
LHAV3k2					new	
LHAV3k3					new	
LHAV3k4					new	
LHAV3k5					new	
LHAV3k6					new	
LHAV3l1					new	
LHAV3m1					new	
LHAV3n1					new	
LHAV3o1					new	
LHAV3p1					new	
LHAV3q1					new	
LHAV4a1_a	FBbt:00049345	adult AV4a1 neuron				
LHAV4a1_b	FBbt:00049345	adult AV4a1 neuron				
LHAV4a1_c	FBbt:00049345	adult AV4a1 neuron				
LHAV4a2	FBbt:00049346	adult AV4a2 neuron				
LHAV4a3_a	FBbt:00049347	adult AV4a3 neuron				
LHAV4a3_b	FBbt:00049347	adult AV4a3 neuron				
LHAV4a4	FBbt:00049348	adult AV4a4 neuron				
LHAV4a5	FBbt:00049349	adult AV4a5 neuron				
LHAV4a6					new	
LHAV4a7					new	
LHAV4b1_a	FBbt:00049350	adult AV4b1 neuron				
LHAV4b1_b	FBbt:00049350	adult AV4b1 neuron				
LHAV4b2_a	FBbt:00049351	adult AV4b2 neuron				
LHAV4b2_b	FBbt:00049351	adult AV4b2 neuron				
LHAV4b3	FBbt:00049352	adult AV4b3 neuron				
LHAV4b4	FBbt:00049353	adult AV4b4 neuron				
LHAV4b5	FBbt:00049354	adult AV4b5 neuron				
LHAV4b6					new	
LHAV4c1_a	FBbt:00049356	adult AV4c1 neuron				
LHAV4c1_b	FBbt:00049356	adult AV4c1 neuron				
LHAV4c2	FBbt:00049357	adult AV4c2 neuron				
LHAV4d1	FBbt:00049359	adult AV4d1 neuron				
LHAV4d2_a					new	
LHAV4d2_b					new	
LHAV4d3					new	
LHAV4d4					new	
LHAV4d5					new	
LHAV4e1_a					new	
LHAV4e1_b					new	
LHAV4e2_a					new	
LHAV4e2_b					new	
LHAV4e3					new	
LHAV4e4					new	
LHAV4e5					new	
LHAV4e6					new	
LHAV4e7_a					new	
LHAV4e7_b					new	
LHAV4f1					new	
LHAV4g1_a					new	
LHAV4g1_b					new	
LHAV4g11					new	
LHAV4g12					new	
LHAV4g13					new	
LHAV4g14					new	
LHAV4g15					new	
LHAV4g16_a					new	
LHAV4g16_b					new	
LHAV4g17					new	
LHAV4g18					new	
LHAV4g2					new	
LHAV4g3					new	
LHAV4g4_a					new	
LHAV4g4_b					new	
LHAV4g5					new	
LHAV4g6_a					new	
LHAV4g6_b					new	
LHAV4g7_a					new	
LHAV4g7_b					new	
LHAV4g8					new	
LHAV4g9					new	
LHAV4h1					new	
LHAV4i1					new	
LHAV4i2					new	
LHAV4j1					new	
LHAV4k1					new	
LHAV4k2					new	
LHAV4l1					new	
LHAV5a1	FBbt:00049360	adult AV5a1 neuron				
LHAV5a10_a					new	
LHAV5a10_b					new	
LHAV5a2_a					new	
LHAV5a2_b					new	
LHAV5a2_c					new	
LHAV5a2_d					new	
LHAV5a3_a					new	
LHAV5a3_b					new	
LHAV5a4_a					new	
LHAV5a4_b					new	
LHAV5a4_c					new	
LHAV5a5					new	
LHAV5a6_a					new	
LHAV5a6_b					new	
LHAV5a7_a					new	
LHAV5a7_b					new	
LHAV5a7_c					new	
LHAV5a8					new	
LHAV5a9_a					new	
LHAV5a9_b					new	
LHAV5b1	FBbt:00049361	adult AV5b1 neuron				
LHAV5b2					new	
LHAV5c1					new	
LHAV5d1					new	
LHAV5e1					new	
LHAV6a1_a	FBbt:00049362	adult AV6a1 neuron				
LHAV6a1_b	FBbt:00049362	adult AV6a1 neuron				
LHAV6a10					new	
LHAV6a2_a	FBbt:00049363	adult AV6a2 neuron				
LHAV6a2_b	FBbt:00049363	adult AV6a2 neuron				
LHAV6a2_c	FBbt:00049363	adult AV6a2 neuron				
LHAV6a3_a					new	
LHAV6a3_b					new	
LHAV6a4					new	
LHAV6a5					new	
LHAV6a6					new	
LHAV6a7					new	
LHAV6a8					new	
LHAV6a9					new	
LHAV6b1_a	FBbt:00049364	adult AV6b1 neuron				
LHAV6b1_b	FBbt:00049364	adult AV6b1 neuron				
LHAV6b2_a					new	
LHAV6b2_b					new	
LHAV6b3	FBbt:00049365	adult AV6b3 neuron				
LHAV6b4					new	
LHAV6c1	FBbt:00049366	adult AV6c1 neuron				
LHAV6d1					new	
LHAV6e1					new	
LHAV6f1_a					new	
LHAV6f1_b					new	
LHAV6f2					new	
LHAV6f3_a					new	
LHAV6f3_b					new	
LHAV6f3_c					new	
LHAV6g1					new	
LHAV6h1					new	
LHAV7a1_a	FBbt:00049367	adult AV7a1 neuron				
LHAV7a1_b	FBbt:00049367	adult AV7a1 neuron				
LHAV7a2					new	
LHAV7a3_a					new	
LHAV7a3_b					new	
LHAV7a4					new	
LHAV7a5					new	
LHAV7a6					new	
LHAV7a7					new	
LHAV7b1					new	
LHAV7b2					new	
LHAV8a1					new	
LHAV9a1_a					new	
LHAV9a1_b					new	
LHAV9a1_c					new	
LHCENT1					?	
LHCENT10					?	
LHCENT11					?	
LHCENT12					?	
LHCENT13_a					?	
LHCENT13_b					?	
LHCENT13_c					?	
LHCENT13_d					?	
LHCENT14					?	
LHCENT2					?	
LHCENT3					?	
LHCENT4					?	
LHCENT5					?	
LHCENT6					?	
LHCENT8					?	
LHCENT9					?	
LHMB1					?	
LHPD1a1					new	
LHPD1b1					new	
LHPD2a1	FBbt:00049368	adult PD2a1 neuron				
LHPD2a2	FBbt:00049369	adult PD2a2 neuron				
LHPD2a3	FBbt:00049370	adult PD2a3 neuron				
LHPD2a4_a					new	
LHPD2a4_b					new	
LHPD2a4_c					new	
LHPD2a5_a					new	
LHPD2a5_b					new	
LHPD2a6					new	
LHPD2a7					new	
LHPD2a8					new	
LHPD2a9					new	
LHPD2b1_a	FBbt:00049371	adult PD2b1 neuron				
LHPD2b1_b	FBbt:00049371	adult PD2b1 neuron				
LHPD2c1	FBbt:00049372	adult PD2c1 neuron				
LHPD2c2					new	
LHPD2c3					new	
LHPD2c4					new	
LHPD2c5					new	
LHPD2c6					new	
LHPD2c7					new	
LHPD2d1	FBbt:00049373	adult PD2d1 neuron				
LHPD2d2					new	
LHPD3a1	FBbt:00049375	adult PD3a1 neuron				
LHPD3a2_a	FBbt:00049376	adult PD3a2 neuron				
LHPD3a2_b	FBbt:00049376	adult PD3a2 neuron				
LHPD3a2_c	FBbt:00049376	adult PD3a2 neuron				
LHPD3a3_a					new	
LHPD3a3_b					new	
LHPD3a3_c					new	
LHPD3a4_a					new	
LHPD3a4_b					new	
LHPD3a4_c					new	
LHPD3a5					new	
LHPD3b1_a					new	
LHPD3b1_b					new	
LHPD3b2					new	
LHPD3b3					new	
LHPD3c1					new	
LHPD4a1					new	
LHPD4a2					new	
LHPD4b1					new	
LHPD4c1					new	
LHPD4d1	FBbt:00049377	adult PD4d1 neuron				
LHPD4d2_a					new	
LHPD4d2_b					new	
LHPD4e1_a	FBbt:00049378	adult PD4e1 neuron				
LHPD4e1_b	FBbt:00049378	adult PD4e1 neuron				
LHPD5a1					new	
LHPD5b1					new	
LHPD5c1					new	
LHPD5d1					new	
LHPD5e1					new	
LHPD5f1					new	
LHPV10a1					new	
LHPV10b1					new	
LHPV10c1	FBbt:00049424	adult PV10c1 neuron				
LHPV10d1					new	
LHPV11a1					new	
LHPV12a1	FBbt:00049428	adult PV12a1 neuron				
LHPV1c1					new	
LHPV1c2					new	
LHPV1d1					new	
LHPV2a1_a	FBbt:00049379	adult PV2a1 neuron				
LHPV2a1_b	FBbt:00049379	adult PV2a1 neuron				
LHPV2a1_c	FBbt:00049379	adult PV2a1 neuron				
LHPV2a1_d	FBbt:00049379	adult PV2a1 neuron				
LHPV2a1_e	FBbt:00049379	adult PV2a1 neuron				
LHPV2a2					new	
LHPV2a3					new	
LHPV2a4					new	
LHPV2a5					new	
LHPV2b1	FBbt:00049380	adult PV2b1 neuron				
LHPV2b2_a					new	
LHPV2b2_b					new	
LHPV2b3					new	
LHPV2b4					new	
LHPV2b5_a					new	
LHPV2b5_b					new	
LHPV2c1_a	FBbt:00049381	adult PV2c1 neuron				
LHPV2c1_b	FBbt:00049381	adult PV2c1 neuron				
LHPV2c1_c	FBbt:00049381	adult PV2c1 neuron				
LHPV2c2					new	
LHPV2c3					new	
LHPV2c4					new	
LHPV2c5					new	
LHPV2c6					new	
LHPV2d1	FBbt:00049382	adult PV2d1 neuron				
LHPV2e1_a					new	
LHPV2e1_b					new	
LHPV2e2					new	
LHPV2f1_a					new	
LHPV2f1_b					new	
LHPV2f2					new	
LHPV2f3					new	
LHPV2g1					new	
LHPV2h1					new	
LHPV2i1					new	
LHPV2i2					new	
LHPV3a1					new	
LHPV3a2					new	
LHPV3a3_a					new	
LHPV3a3_b					new	
LHPV3a3_c					new	
LHPV3b1_a					new	
LHPV3b1_b					new	
LHPV3c1					new	
LHPV4a1	FBbt:00049384	adult PV4a1 neuron				
LHPV4a10_a	FBbt:00049393	adult PV4a10 neuron				
LHPV4a10_b	FBbt:00049393	adult PV4a10 neuron				
LHPV4a11	FBbt:00049394	adult PV4a11 neuron				
LHPV4a12_a	FBbt:00049395	adult PV4a12 neuron				
LHPV4a12_b	FBbt:00049395	adult PV4a12 neuron				
LHPV4a2	FBbt:00049385	adult PV4a2 neuron				
LHPV4a3	FBbt:00049386	adult PV4a3 neuron				
LHPV4a4_a	FBbt:00049387	adult PV4a4 neuron				
LHPV4a4_b	FBbt:00049387	adult PV4a4 neuron				
LHPV4a4_c	FBbt:00049387	adult PV4a4 neuron				
LHPV4a5_a	FBbt:00049388	adult PV4a5 neuron				
LHPV4a5_b	FBbt:00049388	adult PV4a5 neuron				
LHPV4a6	FBbt:00049389	adult PV4a6 neuron				
LHPV4a7_a	FBbt:00049390	adult PV4a7 neuron				
LHPV4a7_b	FBbt:00049390	adult PV4a7 neuron				
LHPV4a7_c	FBbt:00049390	adult PV4a7 neuron				
LHPV4a7_d	FBbt:00049390	adult PV4a7 neuron				
LHPV4a7_e	FBbt:00049390	adult PV4a7 neuron				
LHPV4a7_f	FBbt:00049390	adult PV4a7 neuron				
LHPV4a8	FBbt:00049391	adult PV4a8 neuron				
LHPV4a9_a	FBbt:00049392	adult PV4a9 neuron				
LHPV4a9_b	FBbt:00049392	adult PV4a9 neuron				
LHPV4b1_a	FBbt:00049396	adult PV4b1 neuron				
LHPV4b1_b	FBbt:00049396	adult PV4b1 neuron				
LHPV4b2	FBbt:00049397	adult PV4b2 neuron				
LHPV4b3	FBbt:00049398	adult PV4b3 neuron				
LHPV4b4					new	
LHPV4b5					new	
LHPV4b6					new	
LHPV4b7					new	
LHPV4b8					new	
LHPV4b9					new	
LHPV4c1_a	FBbt:00049399	adult PV4c1 neuron				
LHPV4c1_b	FBbt:00049399	adult PV4c1 neuron				
LHPV4c1_c	FBbt:00049399	adult PV4c1 neuron				
LHPV4c2	FBbt:00049400	adult PV4c2 neuron				
LHPV4c3	FBbt:00049401	adult PV4c3 neuron				
LHPV4c4_a					new	
LHPV4c4_b					new	
LHPV4d1	FBbt:00049402	adult PV4d1 neuron				
LHPV4d10					new	
LHPV4d2	FBbt:00049403	adult PV4d2 neuron				
LHPV4d3	FBbt:00049404	adult PV4d3 neuron				
LHPV4d4	FBbt:00049405	adult PV4d4 neuron				
LHPV4d5					new	
LHPV4d6					new	
LHPV4d7					new	
LHPV4d8					new	
LHPV4d9					new	
LHPV4e1	FBbt:00049425	adult PV4e1 neuron				
LHPV4f1_a	FBbt:00049406	adult PV4f1 neuron				
LHPV4f1_b	FBbt:00049406	adult PV4f1 neuron				
LHPV4g1					new	
LHPV4g2					new	
LHPV4h1_a					new	
LHPV4h1_b					new	
LHPV4h2					new	
LHPV4h3					new	
LHPV4i1					new	
LHPV4i2					new	
LHPV4i3_a					new	
LHPV4i3_b					new	
LHPV4i4					new	
LHPV4i5					new	
LHPV4j1_a					new	
LHPV4j1_b					new	
LHPV4j2					new	
LHPV4j3					new	
LHPV4j4					new	
LHPV4k1_a					new	
LHPV4k1_b					new	
LHPV4l1					new	
LHPV4m1					new	
LHPV5a1_a	FBbt:00049407	adult PV5a1 neuron				
LHPV5a1_b	FBbt:00049407	adult PV5a1 neuron				
LHPV5a2	FBbt:00049408	adult PV5a2 neuron				
LHPV5a3	FBbt:00049409	adult PV5a3 neuron				
LHPV5a4					new	
LHPV5a5					new	
LHPV5b1	FBbt:00049410	adult PV5b1 neuron				
LHPV5b2_a	FBbt:00049411	adult PV5b2 neuron				
LHPV5b2_b	FBbt:00049411	adult PV5b2 neuron				
LHPV5b2_c	FBbt:00049411	adult PV5b2 neuron				
LHPV5b3	FBbt:00049412	adult PV5b3 neuron				
LHPV5b4_a					new	
LHPV5b4_b					new	
LHPV5b5					new	
LHPV5b6					new	
LHPV5c1_a	FBbt:00049413	adult PV5c1 neuron				
LHPV5c1_b	FBbt:00049413	adult PV5c1 neuron				
LHPV5c1_c	FBbt:00049413	adult PV5c1 neuron				
LHPV5c1_d	FBbt:00049413	adult PV5c1 neuron				
LHPV5c2	FBbt:00049414	adult PV5c2 neuron				
LHPV5c3	FBbt:00049415	adult PV5c3 neuron				
LHPV5c4					new	
LHPV5d1_a	FBbt:00049416	adult PV5d1 neuron				
LHPV5d1_b	FBbt:00049416	adult PV5d1 neuron				
LHPV5d2					new	
LHPV5d3					new	
LHPV5e1					new	
LHPV5e2					new	
LHPV5e3					new	
LHPV5f1					new	
LHPV5g1_a	FBbt:00049417	adult PV5g1 neuron				
LHPV5g1_b	FBbt:00049417	adult PV5g1 neuron				
LHPV5g2	FBbt:00049418	adult PV5g2 neuron				
LHPV5h1					new	
LHPV5h2					new	
LHPV5h3					new	
LHPV5h4					new	
LHPV5h5					new	
LHPV5h6					new	
LHPV5i1					new	
LHPV5j1					new	
LHPV5j2					new	
LHPV5j3					new	
LHPV5j4					new	
LHPV5j5					new	
LHPV5l1					new	
LHPV5m1					new	
LHPV6a1	FBbt:00049420	adult PV6a1 neuron				
LHPV6a10					new	
LHPV6a11_a					new	
LHPV6a11_b					new	
LHPV6a2_a					new	
LHPV6a2_b					new	
LHPV6a3_a	FBbt:00049421	adult PV6a3 neuron				
LHPV6a3_b	FBbt:00049421	adult PV6a3 neuron				
LHPV6a4_a					new	
LHPV6a4_b					new	
LHPV6a4_c					new	
LHPV6a5					new	
LHPV6a6_a					new	
LHPV6a6_b					new	
LHPV6a7					new	
LHPV6a8					new	
LHPV6a9_a					new	
LHPV6a9_b					new	
LHPV6b1					new	
LHPV6c1	FBbt:00049422	adult PV6c1 neuron				
LHPV6c2					new	
LHPV6d1					new	
LHPV6e1					new	
LHPV6f1					new	
LHPV6f2_a					new	
LHPV6f2_b					new	
LHPV6f2_c					new	
LHPV6f3_a					new	
LHPV6f3_b					new	
LHPV6f3_c					new	
LHPV6f3_d					new	
LHPV6f3_e					new	
LHPV6f4_a					new	
LHPV6f4_b					new	
LHPV6f5					new	
LHPV6f6					new	
LHPV6f7					new	
LHPV6g1					new	
LHPV6h1_a					new	
